Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2016","2016","100 g/ha","41213","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2017","2017","100 g/ha","41188","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2018","2018","100 g/ha","39024","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2019","2019","100 g/ha","40064","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2020","2020","100 g/ha","46358","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01371","Almonds, in shell","2021","2021","100 g/ha","40979","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2000","2000","100 g/ha","273483","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2001","2001","100 g/ha","258045","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2002","2002","100 g/ha","241996","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2003","2003","100 g/ha","253215","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2004","2004","100 g/ha","305621","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2005","2005","100 g/ha","293587","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2006","2006","100 g/ha","305857","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2007","2007","100 g/ha","290344","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2008","2008","100 g/ha","309247","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2009","2009","100 g/ha","314830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2010","2010","100 g/ha","309087","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2011","2011","100 g/ha","319842","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2012","2012","100 g/ha","309933","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2013","2013","100 g/ha","362135","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2014","2014","100 g/ha","416171","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2015","2015","100 g/ha","347767","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2016","2016","100 g/ha","391856","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2017","2017","100 g/ha","394569","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2018","2018","100 g/ha","394965","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2019","2019","100 g/ha","421498","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2020","2020","100 g/ha","389718","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01341","Apples","2021","2021","100 g/ha","380379","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2000","2000","100 g/ha","106579","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2001","2001","100 g/ha","95477","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2002","2002","100 g/ha","116406","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2003","2003","100 g/ha","132242","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2004","2004","100 g/ha","152752","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2005","2005","100 g/ha","131308","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2006","2006","100 g/ha","76408","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2007","2007","100 g/ha","156767","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2008","2008","100 g/ha","146953","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2009","2009","100 g/ha","124732","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2010","2010","100 g/ha","122471","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2011","2011","100 g/ha","126072","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2012","2012","100 g/ha","120089","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2013","2013","100 g/ha","126099","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2014","2014","100 g/ha","134508","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2015","2015","100 g/ha","97072","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2016","2016","100 g/ha","130584","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2017","2017","100 g/ha","90613","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2018","2018","100 g/ha","83636","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2019","2019","100 g/ha","119948","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2020","2020","100 g/ha","82710","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01343","Apricots","2021","2021","100 g/ha","125273","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2000","2000","100 g/ha","128933","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2001","2001","100 g/ha","140000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2002","2002","100 g/ha","128825","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2003","2003","100 g/ha","157113","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2004","2004","100 g/ha","123092","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2005","2005","100 g/ha","123188","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2006","2006","100 g/ha","96761","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2007","2007","100 g/ha","123136","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2008","2008","100 g/ha","145758","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2009","2009","100 g/ha","140115","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2010","2010","100 g/ha","134674","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2011","2011","100 g/ha","151299","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2012","2012","100 g/ha","162847","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2013","2013","100 g/ha","151568","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2014","2014","100 g/ha","145932","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2015","2015","100 g/ha","151418","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2016","2016","100 g/ha","162618","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2017","2017","100 g/ha","145697","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2018","2018","100 g/ha","162543","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2019","2019","100 g/ha","162524","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2020","2020","100 g/ha","168120","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01216","Artichokes","2021","2021","100 g/ha","190540","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2000","2000","100 g/ha","32901","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2001","2001","100 g/ha","33202","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2002","2002","100 g/ha","31723","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2003","2003","100 g/ha","35616","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2004","2004","100 g/ha","37581","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2005","2005","100 g/ha","34876","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2006","2006","100 g/ha","29914","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2007","2007","100 g/ha","38416","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2008","2008","100 g/ha","33139","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2009","2009","100 g/ha","34501","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2010","2010","100 g/ha","31986","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2011","2011","100 g/ha","34294","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2012","2012","100 g/ha","33711","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2013","2013","100 g/ha","34874","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2014","2014","100 g/ha","34995","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2015","2015","100 g/ha","36390","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2016","2016","100 g/ha","36050","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2017","2017","100 g/ha","35855","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2018","2018","100 g/ha","40387","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2019","2019","100 g/ha","40823","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2020","2020","100 g/ha","38808","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01211","Asparagus","2021","2021","100 g/ha","40006","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2000","2000","100 g/ha","82247","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2001","2001","100 g/ha","77450","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2002","2002","100 g/ha","68087","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2003","2003","100 g/ha","78207","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2004","2004","100 g/ha","58564","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2005","2005","100 g/ha","103595","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2006","2006","100 g/ha","84967","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2007","2007","100 g/ha","65052","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2008","2008","100 g/ha","35704","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2009","2009","100 g/ha","100978","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2010","2010","100 g/ha","65208","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2011","2011","100 g/ha","84676","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2012","2012","100 g/ha","95398","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2013","2013","100 g/ha","67067","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2014","2014","100 g/ha","75023","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2015","2015","100 g/ha","86599","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2016","2016","100 g/ha","53635","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2017","2017","100 g/ha","72359","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2018","2018","100 g/ha","77628","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2019","2019","100 g/ha","57279","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2020","2020","100 g/ha","87852","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01311","Avocados","2021","2021","100 g/ha","65184","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2000","2000","100 g/ha","222572","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2001","2001","100 g/ha","210630","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2002","2002","100 g/ha","168587","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2003","2003","100 g/ha","187747","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2004","2004","100 g/ha","185926","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2005","2005","100 g/ha","238791","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2006","2006","100 g/ha","190370","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2007","2007","100 g/ha","220760","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2008","2008","100 g/ha","177303","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2009","2009","100 g/ha","188539","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2010","2010","100 g/ha","181438","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2011","2011","100 g/ha","194889","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2012","2012","100 g/ha","181845","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2013","2013","100 g/ha","181923","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2014","2014","100 g/ha","187701","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2015","2015","100 g/ha","161994","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2016","2016","100 g/ha","115204","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2017","2017","100 g/ha","79474","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2018","2018","100 g/ha","83250","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2019","2019","100 g/ha","108046","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2020","2020","100 g/ha","97117","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01312","Bananas","2021","2021","100 g/ha","90375","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2000","2000","100 g/ha","32881","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2001","2001","100 g/ha","31267","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2002","2002","100 g/ha","29609","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2003","2003","100 g/ha","31673","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2004","2004","100 g/ha","37429","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2005","2005","100 g/ha","34873","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2006","2006","100 g/ha","32846","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2007","2007","100 g/ha","32279","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2008","2008","100 g/ha","34072","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2009","2009","100 g/ha","39150","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2010","2010","100 g/ha","39339","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2011","2011","100 g/ha","37160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2012","2012","100 g/ha","35986","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2013","2013","100 g/ha","38358","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2014","2014","100 g/ha","39115","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2015","2015","100 g/ha","37083","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2016","2016","100 g/ha","41931","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2017","2017","100 g/ha","39283","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2018","2018","100 g/ha","41674","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2019","2019","100 g/ha","41785","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2020","2020","100 g/ha","41508","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0115","Barley","2021","2021","100 g/ha","32499","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2000","2000","100 g/ha","18404","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2001","2001","100 g/ha","17584","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2002","2002","100 g/ha","19538","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2003","2003","100 g/ha","18717","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2004","2004","100 g/ha","16404","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2005","2005","100 g/ha","19512","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2006","2006","100 g/ha","17677","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2007","2007","100 g/ha","19387","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2008","2008","100 g/ha","19822","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2009","2009","100 g/ha","19429","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2010","2010","100 g/ha","19343","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2011","2011","100 g/ha","19089","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2012","2012","100 g/ha","21168","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2013","2013","100 g/ha","20927","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2014","2014","100 g/ha","19655","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2015","2015","100 g/ha","19729","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2016","2016","100 g/ha","20648","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2017","2017","100 g/ha","23072","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2018","2018","100 g/ha","23774","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2019","2019","100 g/ha","19768","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2020","2020","100 g/ha","22007","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01701","Beans, dry","2021","2021","100 g/ha","19059","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2000","2000","100 g/ha","51253","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2001","2001","100 g/ha","53454","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2002","2002","100 g/ha","51417","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2003","2003","100 g/ha","50511","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2004","2004","100 g/ha","57218","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2005","2005","100 g/ha","54627","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2006","2006","100 g/ha","58488","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2007","2007","100 g/ha","60266","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2008","2008","100 g/ha","64649","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2009","2009","100 g/ha","64994","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2010","2010","100 g/ha","66220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2011","2011","100 g/ha","67778","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2012","2012","100 g/ha","68621","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2013","2013","100 g/ha","75180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2014","2014","100 g/ha","76537","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2015","2015","100 g/ha","69881","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2016","2016","100 g/ha","71697","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2017","2017","100 g/ha","69281","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2018","2018","100 g/ha","65230","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2019","2019","100 g/ha","71911","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2020","2020","100 g/ha","66695","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.01","Blueberries","2021","2021","100 g/ha","72065","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2004","2004","100 g/ha","55504","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2005","2005","100 g/ha","33019","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01243","Broad beans and horse beans, green","2006","2006","100 g/ha","31441","A","Official figure",""
