Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2010,2010,t,60219,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2011,2011,ha,4796,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2011,2011,100 g/ha,126072,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2011,2011,t,60464,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2012,2012,ha,4593,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2012,2012,100 g/ha,120089,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2012,2012,t,55157,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2013,2013,ha,4391,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2013,2013,100 g/ha,126099,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2013,2013,t,55370,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2014,2014,ha,4379,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2014,2014,100 g/ha,134508,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2014,2014,t,58901,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2015,2015,ha,3893,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2015,2015,100 g/ha,97072,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2015,2015,t,37790,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2016,2016,ha,4450,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2016,2016,100 g/ha,130584,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2016,2016,t,58110,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2017,2017,ha,4570,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2017,2017,100 g/ha,90613,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2017,2017,t,41410,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2018,2018,ha,4290,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2018,2018,100 g/ha,83636,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2018,2018,t,35880,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2019,2019,ha,3880,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2019,2019,100 g/ha,119948,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2019,2019,t,46540,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2020,2020,ha,3424,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2020,2020,100 g/ha,82710,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2020,2020,t,28320,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1343,Apricots,2021,2021,ha,3023,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1343,Apricots,2021,2021,100 g/ha,125273,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1343,Apricots,2021,2021,t,37870,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2010,2010,ha,2910,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2010,2010,100 g/ha,134674,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2010,2010,t,39190,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2011,2011,ha,2995,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2011,2011,100 g/ha,151299,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2011,2011,t,45314,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2012,2012,ha,2950,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2012,2012,100 g/ha,162847,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2012,2012,t,48040,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2013,2013,ha,2870,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2013,2013,100 g/ha,151568,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2013,2013,t,43500,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2014,2014,ha,2950,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2014,2014,100 g/ha,145932,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2014,2014,t,43050,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2015,2015,ha,2750,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2015,2015,100 g/ha,151418,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2015,2015,t,41640,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2016,2016,ha,2750,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2016,2016,100 g/ha,162618,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2016,2016,t,44720,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2017,2017,ha,2914,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2017,2017,100 g/ha,145697,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2017,2017,t,42456,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2018,2018,ha,2792,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2018,2018,100 g/ha,162543,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2018,2018,t,45382,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2019,2019,ha,2671,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2019,2019,100 g/ha,162524,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2019,2019,t,43409,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2020,2020,ha,2064,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2020,2020,100 g/ha,168120,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2020,2020,t,34700,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1216,Artichokes,2021,2021,ha,1983,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1216,Artichokes,2021,2021,100 g/ha,190540,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1216,Artichokes,2021,2021,t,37784,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2010,2010,ha,11330,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2010,2010,100 g/ha,31986,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2010,2010,t,36240,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2011,2011,ha,10846,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2011,2011,100 g/ha,34294,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2011,2011,t,37195,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2012,2012,ha,10240,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2012,2012,100 g/ha,33711,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2012,2012,t,34520,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2013,2013,ha,9910,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2013,2013,100 g/ha,34874,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2013,2013,t,34560,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2014,2014,ha,9630,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2014,2014,100 g/ha,34995,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2014,2014,t,33700,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2015,2015,ha,8780,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2015,2015,100 g/ha,36390,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2015,2015,t,31950,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2016,2016,ha,10480,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2016,2016,100 g/ha,36050,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2016,2016,t,37780,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2017,2017,ha,10640,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2017,2017,100 g/ha,35855,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2017,2017,t,38150,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2018,2018,ha,8780,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2018,2018,100 g/ha,40387,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2018,2018,t,35460,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2019,2019,ha,8256,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2019,2019,100 g/ha,40823,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2019,2019,t,33702,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2020,2020,ha,7284,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2020,2020,100 g/ha,38808,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2020,2020,t,28268,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1211,Asparagus,2021,2021,ha,6880,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1211,Asparagus,2021,2021,100 g/ha,40006,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1211,Asparagus,2021,2021,t,27524,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2010,2010,ha,24253,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2010,2010,100 g/ha,65208,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2010,2010,t,158150,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2011,2011,ha,24261,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2011,2011,100 g/ha,84676,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2011,2011,t,205432,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2012,2012,ha,25000,E,Estimated value,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2012,2012,100 g/ha,95398,E,Estimated value,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2012,2012,t,238495,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2013,2013,ha,24767,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2013,2013,100 g/ha,67067,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2013,2013,t,166106,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2014,2014,ha,23876,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2014,2014,100 g/ha,75023,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2014,2014,t,179124,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2015,2015,ha,23990,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2015,2015,100 g/ha,86599,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2015,2015,t,207750,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2016,2016,ha,23350,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2016,2016,100 g/ha,53635,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2016,2016,t,125237,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2017,2017,ha,23530,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2017,2017,100 g/ha,72359,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2017,2017,t,170260,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2018,2018,ha,21710,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2018,2018,100 g/ha,77628,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2018,2018,t,168530,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2019,2019,ha,21416,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2019,2019,100 g/ha,57279,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2019,2019,t,122669.56,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2020,2020,ha,21335,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2020,2020,100 g/ha,87852,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2020,2020,t,187433.49,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1311,Avocados,2021,2021,ha,20979,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1311,Avocados,2021,2021,100 g/ha,65184,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1311,Avocados,2021,2021,t,136750,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2010,2010,ha,445,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2010,2010,100 g/ha,181438,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2010,2010,t,8074,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2011,2011,ha,405,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2011,2011,100 g/ha,194889,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2011,2011,t,7893,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2012,2012,ha,396,I,Imputed value,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2012,2012,100 g/ha,181845,E,Estimated value,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2012,2012,t,7201.96,I,Imputed value,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2013,2013,ha,364,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2013,2013,100 g/ha,181923,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2013,2013,t,6622,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2014,2014,ha,348,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2014,2014,100 g/ha,187701,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2014,2014,t,6532,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2015,2015,ha,336,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2015,2015,100 g/ha,161994,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2015,2015,t,5443,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2016,2016,ha,294,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2016,2016,100 g/ha,115204,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2016,2016,t,3387,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2017,2017,ha,380,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5419,Yield,1312,Bananas,2017,2017,100 g/ha,79474,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5510,Production,1312,Bananas,2017,2017,t,3020,A,Official figure,
QCL,Crops and livestock products,840,United States of America,5312,Area harvested,1312,Bananas,2018,2018,ha,382,I,Imputed value,
